"","100","110","120","130","140","150","160","170","180","190","200","210","220","230","240","250"
"1",0.000278173433115214,0.000222872918448888,0.000205187158084927,0.000220721450143105,0.000183569325752295,0.000168010536563629,0.000170701808719749,0.000160742496149315,0.000130991945867629,0.000130949654062217,0.000148935073039093,0.000131469296733854,0.000112043295597901,0.000115523910070776,0.000113304556611942,0.000107119744397109
"3",0.000167568138716489,9.96342453269711e-05,0.000119803743802593,0.00012388051789447,9.61895164347626e-05,0.000103113198134365,8.76577257375976e-05,0.000111343611914581,8.26739330746279e-05,8.48325639045319e-05,7.68494279905646e-05,7.03525379884772e-05,7.47161438910691e-05,5.90496138876538e-05,5.48719067142265e-05,5.96068705755435e-05
"5",0.000107412717461986,0.000127864766764558,9.61248491907324e-05,0.000111281873936199,8.26303930320725e-05,7.27235063941652e-05,6.63957254515181e-05,6.1711568945643e-05,6.33470145388456e-05,6.20100438164147e-05,5.93239442821887e-05,5.49443335784802e-05,5.32840809431438e-05,5.04155621445908e-05,4.6780092272473e-05,6.01648853174631e-05
"7",0.000101080479196648,8.57921061191755e-05,8.60268804386082e-05,6.84535437429799e-05,6.32886834044848e-05,6.06354372880385e-05,5.61944589590063e-05,5.40174620050238e-05,6.33099744875818e-05,5.92690950108609e-05,5.46873183517203e-05,5.16982953339969e-05,5.07725399019639e-05,5.82382559600537e-05,4.59033230838891e-05,5.12564931061286e-05
"9",7.75249621676484e-05,8.25586811128102e-05,6.719139804515e-05,6.58414032955162e-05,6.09942818953878e-05,5.88495237212177e-05,5.53815790261359e-05,4.26502733706124e-05,4.19234367217583e-05,5.84776516357543e-05,6.11182275933374e-05,5.23528346043118e-05,5.25648787620033e-05,4.45517865011142e-05,3.44606185362875e-05,4.06049125243356e-05
"11",7.75788396709239e-05,6.52730645086524e-05,7.61070894658499e-05,5.11725259987311e-05,5.713200727925e-05,5.83772196777752e-05,5.75361395089196e-05,5.55703487168923e-05,5.39525836784025e-05,4.7209171506448e-05,4.26603533767449e-05,4.04307686851557e-05,3.62291520550381e-05,3.70347357668246e-05,2.95245397083167e-05,2.88052921906113e-05
"13",5.16651799025677e-05,6.44513419397097e-05,5.01048269746233e-05,5.1257412693969e-05,5.15604432069988e-05,4.94811145345056e-05,5.27540647650509e-05,5.29640941519636e-05,5.54480873984055e-05,4.92112754819321e-05,4.31526393729824e-05,3.24701954696789e-05,2.82304341503719e-05,3.06638632688608e-05,2.8909754777278e-05,2.55320697005449e-05
"15",5.0397328177294e-05,5.76724006624257e-05,5.13007790231159e-05,4.65853976276395e-05,5.14051632527658e-05,4.67812495621402e-05,5.96828176268462e-05,4.67723386191903e-05,4.39323054957007e-05,3.8269496750157e-05,3.79497626582411e-05,3.56043264803602e-05,2.59837297424954e-05,2.11909869544919e-05,2.39390411705587e-05,2.63030765677472e-05
"17",6.17490166014628e-05,6.39329558220535e-05,4.88436248212062e-05,5.26054742544067e-05,5.64009138472024e-05,4.4786189228476e-05,5.05371583578732e-05,4.46764808153282e-05,3.48694484530629e-05,2.67790105739102e-05,2.93436286752183e-05,2.5321846001165e-05,2.97188026473608e-05,2.76690931393224e-05,2.80970967279178e-05,2.02092671692532e-05
"19",5.42939080725386e-05,5.89403206079357e-05,5.13772990658372e-05,5.46960553010935e-05,5.49232779404634e-05,4.07392687113831e-05,3.88460566070768e-05,4.22667016551663e-05,3.69981927449122e-05,2.82305362534617e-05,2.73413763039225e-05,2.46924136637828e-05,2.93644485253793e-05,2.50212129497646e-05,2.20948014493722e-05,2.00706811047267e-05
"21",4.85681609839808e-05,5.81066832552219e-05,5.54762168848302e-05,5.70980032645253e-05,4.80819162680267e-05,4.33942799725607e-05,3.78439203748191e-05,3.45105276919301e-05,3.02643074859606e-05,2.8447291697797e-05,2.92903826802821e-05,2.49114513522977e-05,2.30897837619891e-05,2.40972140442326e-05,2.70371041991751e-05,2.21359056682925e-05
"23",6.4359430714806e-05,6.11227985948629e-05,5.26663049426744e-05,5.35122213666501e-05,3.85021165721742e-05,4.13036040739046e-05,3.41489758680723e-05,3.01676946151134e-05,2.38834041923955e-05,2.17638964470878e-05,2.76699337761904e-05,2.4684679416519e-05,2.06497052399524e-05,2.09203620118794e-05,1.90082586091494e-05,1.9559686696087e-05
"25",5.28137314813086e-05,4.67828655731755e-05,4.7967494883186e-05,4.53909743018013e-05,3.61554071620814e-05,3.63537633512066e-05,2.93271452576639e-05,2.98946171813681e-05,2.60652397757842e-05,2.45264992557711e-05,2.52194039739046e-05,2.90637295155623e-05,2.20413082065956e-05,1.95413603931171e-05,1.62435270145989e-05,1.91223609344635e-05
"27",5.65510661104352e-05,5.71937418603763e-05,4.62290748753838e-05,3.85193678280191e-05,3.35503912186178e-05,3.43261155606806e-05,3.18749534358169e-05,2.62531636019437e-05,2.778047495229e-05,2.79211133965933e-05,2.44297183349783e-05,2.46284026417386e-05,2.16151837703418e-05,2.03273529219645e-05,2.11873358757131e-05,2.32120560500413e-05
"29",4.86591004401827e-05,4.92091537022765e-05,5.41060096518205e-05,4.22499887527458e-05,3.87669865995471e-05,3.420738538537e-05,2.69793906186178e-05,2.41671344508776e-05,2.49027170484666e-05,1.95382457921299e-05,2.55355229756406e-05,1.99206075193406e-05,2.78132093175078e-05,2.09501792419503e-05,1.9042450543288e-05,1.72120801932624e-05
"31",6.02082940251264e-05,5.64452936344037e-05,4.66994817219944e-05,4.10452827561489e-05,3.17860401935201e-05,3.09112336322202e-05,2.55298665789214e-05,2.61713701251562e-05,2.27971554624169e-05,2.48966512715361e-05,2.07782847694097e-05,2.31420548167732e-05,1.68820347901669e-05,2.13410332107433e-05,1.90363322374779e-05,2.21878683068518e-05
